,Text,labels_encoded
247,Expert opinion yielded valid results in terms of identifying comorbidities that manifested frequently and disproportionately in the AD/E population.,10
248,Limited statistical measurements of comorbidities would have been less specific than expert opinion.,17
249,Future cost-of-illness studies should consider alternative data sources and methodologies to enhance the validity and importance of expert opinion and to corroborate their findings.,3
250,The first formulation of a class of products called topical immuno modulators (TIMS) was approved for clinical use in December 2000 and released in February 2001.,5
251,"This product is tacrolimus in an ointment base, prescribed under the Protopic.",12
252,"The next TIM, pimecrolimus cream, was FDA approved in December 2001 and launched February 2002 in a cream vehicle under the Elidel.",5
253,"TIMs are becoming a significant component in the topical treatment paradigm for atopic dermatitis, introducing a useful alternative to, or complement for, high- and low-potency topical steroid therapy.",5
254,BACKGROUND: Brimonidine tartrate (BT) 0.5% gel demonstrated significantly greater efficacy versus vehicle gel once-daily for the treatment of moderate to severe erythema of rosacea.,2
255,OBJECTIVES: To assess the 30-minute speed of onset of topical BT 0.5% gel in reducing facial erythema in Phase III studies as measured by subject and clinician assessments of erythema.,12
256,"METHODS: Two Phase III, randomized, controlled studies with identical design in which subjects with moderate erythema of rosacea (study A: n=260; study B: n=293) were randomized 1:1 to apply topical BT 0.5% or vehicle gel once-daily for 4 weeks.",17
257,"Evaluations included severity of erythema based on Clinician's Erythema Assessment (CEA) and Patient's Self-Assessment (PSA) prior to study drug application and at 30 minutes after application on days 1, 15, and 29.",18
258,"RESULTS: 97.7% and 96.6% of subjects reported normal study completion for studies A and B, respectively.",17
259,"The percentage of subjects achieving a 1-grade improvement in both CEA and PSA was significantly increased at 30 minutes post-dosing with BT 0.5% gel compared to vehicle gel on visit days (day 1: 27.9 vs 6.9%, P <0.001; day 15: 55.9 vs 21.1%, P <0.001; Day 29: 58.3 vs 32.0%, P <0.001 for BT 0.5% gel vs vehicle) in study A.",2
260,Similar results were shown for study B.,17
261,CONCLUSIONS: Once-daily topical BT gel 0.5% is not only efficacious at reducing facial erythema but also exhibits response within 30 minutes of application in a significant number of patients throughout both Phase III studies.,7
262,Alopecia areata is a form of hair loss believed to be due to an anti-hair-bulb autoimmune process in which CD4 and CD8 lymphocytes affect the peribulb area.,10
263,Alopecia universalis is the most severe form of alopecia areata and manifests itself as a complete loss of all body hair.,10
264,"The authors present the case of a 44-year-old psoriasis patient with a 20-year history of alopecia universalis who failed to respond to etanercept in terms of skin psoriasis and alopecia universalis, while reporting improvement in arthropathy.",7
265,"While tumor necrosis factor-alpha inhibitors succeeded in the treatment of some autoimmune disorders, reports of alopecia areata failures and this one of alopecia universalis demonstrate resistance to such treatment.",5
266,Tumor necrosis factor-alpha inhibitors seem to not represent an effective treatment modality for alopecia universalis.,5
267,The understanding gained from this experience should redirect the aims of alopecia areata therapy toward alternate mechanistic interventions.,5
268,BACKGROUND: Intermittent dosing of a topical calcineurin inhibitor for preventing atopic dermatitis (AD) disease relapse in patients with stabilized AD has not been evaluated.,16
269,OBJECTIVE: We sought to evaluate the long-term efficacy and safety of 3-times-weekly use of tacrolimus ointment in preventing AD disease relapse.,7
270,METHODS: Adult and pediatric patients with moderate to severe AD who were clear of disease after up to 16 weeks of treatment with tacrolimus ointment were randomized in a double-blind fashion to 3-times-weekly treatment with either tacrolimus ointment (0.03% or 0.1%) or vehicle for 40 weeks.,17
271,The primary end point was the number of flare-free treatment days.,17
272,RESULTS: A total of 125 patients were randomized to tacrolimus and 72 patients to vehicle.,17
273,The mean number of flare-free treatment days was 177 for tacrolimus and 134 for vehicle (P = .003).,17
274,Median time to first relapse was 169 days for tacrolimus and 43 for vehicle (P = .037).,17
275,LIMITATIONS: Generalizability to all patients seen in clinic may be limited because only patients who responded to tacrolimus ointment in the stabilization phase were randomized into the maintenance phase of the trial.,17
276,"CONCLUSIONS: Maintenance therapy with tacrolimus ointment was associated with significantly more flare-free days compared with vehicle, and a significantly longer time until first disease relapse.",2
277,Alopecia areata (AA) is non-scarring hair loss resulting from an autoimmune disorder.,10
278,Severity varies from patchy hair loss that often spontaneously resolves to severe and chronic cases that can progress to total loss of scalp and body hair.,10
279,"Many treatments are available; however, the efficacy of these treatments has not been confirmed, especially in severe cases, and relapse rates are high.",7
280,First-line treatment often includes corticosteroids such as intralesional or topical steroids for mild cases and systemic steroids or topical immunotherapy with diphenylcyclopropenone or squaric acid dibutylester in severe cases.,5
281,"Minoxidil and bimatoprost may also be recommended, usually in combination with another treatment.",5
282,Ongoing research and new insights into mechanisms have led to proposals of innovative therapies.,9
283,New directions include biologics targeting immune response as well as lasers and autologous platelet-rich plasma therapy.,9
284,"Preliminary data are encouraging, and it is hoped this research will translate into new options for the treatment of AA in the near future.",9
285,"Psoriasis is a chronic and currently incurable inflammatory skin disease, affecting 2% to 3% of the US population.",10
286,"The cost of care in the United States for hospitalizations, outpatient physician visits, phototherapy, prescription therapies, and over-the-counter medications is estimated to be more than $650 million per year.",2
287,"Guidelines developed by the American Academy of Dermatology in 2009 state that approximately 80% of these patients with psoriasis have mild to moderate disease that can be managed with topical agents, including corticosteroids and vitamin D analogs.",5
